2.00	0.00	0.06
2.00	0.00	0.14
2.00	0.00	0.17
2.00	0.00	0.25
2.00	0.00	0.32
2.00	0.00	0.39
2.00	0.00	0.43
2.00	0.00	0.50
2.00	0.00	0.54
2.00	0.00	0.58
2.00	0.00	0.65
2.00	0.00	0.69
2.00	0.00	0.76
2.00	0.00	0.83
2.00	0.00	0.87
2.00	0.00	0.94
2.00	0.00	0.98
2.00	0.00	1.05
2.00	0.00	1.09
2.00	0.00	1.13
2.00	0.00	1.20
2.00	0.00	1.27
2.00	0.00	1.31
2.00	0.00	1.38
2.00	0.00	1.46
2.00	0.00	1.49
2.00	0.00	1.57
2.00	0.00	1.60
2.00	0.00	1.64
2.00	0.00	1.71
2.00	0.00	1.75
2.00	0.00	1.82
2.00	0.00	1.90
2.00	0.00	1.97
2.00	0.00	2.04
2.00	0.00	2.12
2.00	0.00	2.15
2.00	0.00	2.23
2.00	0.00	2.30
2.00	0.00	2.41
2.00	0.00	2.48
2.00	0.00	2.56
2.00	0.00	2.59
2.00	0.00	2.67
2.00	0.00	2.74
2.00	0.00	2.81
2.00	0.00	2.89
2.00	0.00	2.96
2.00	0.00	3.03
2.00	0.00	3.10
2.00	0.00	3.14
2.00	0.00	3.21
2.00	0.00	3.25
2.00	0.00	3.32
2.00	0.00	3.40
2.00	0.00	3.47
2.00	0.00	3.54
2.00	0.00	3.58
2.00	0.00	3.62
2.00	0.00	3.69
2.00	0.00	3.73
2.00	0.00	3.76
2.00	0.00	3.84
2.00	0.00	3.91
2.00	0.00	3.95
2.00	0.00	4.02
2.00	0.00	4.09
2.00	0.00	4.13
2.00	0.00	4.17
2.00	0.00	4.24
2.00	0.00	4.28
2.00	0.00	4.35
2.00	0.00	4.39
2.00	0.00	4.46
2.00	0.00	4.53
2.00	0.00	4.61
2.00	0.00	4.64
2.00	0.00	4.72
2.00	0.00	4.75
2.00	0.00	4.79
2.00	0.00	4.86
2.00	0.00	4.94
2.00	0.00	5.01
2.00	0.00	5.08
2.00	0.00	5.16
2.00	0.00	5.23
2.00	0.00	5.27
2.00	0.00	5.34
2.00	0.00	5.41
2.00	0.00	5.49
2.00	0.00	5.56
2.00	0.00	5.63
2.00	0.00	5.71
2.00	0.00	5.78
2.00	0.00	5.82
2.00	0.00	5.89
2.00	0.00	5.96
2.00	0.00	6.04
2.00	0.00	6.11
2.00	0.00	6.18
2.00	0.00	6.26
2.00	0.00	0.01
2.00	0.00	0.08
2.00	0.00	0.12
2.00	0.00	0.19
2.00	0.00	0.27
2.00	0.00	0.34
2.00	0.00	0.41
2.00	0.00	0.45
2.00	0.00	0.52
2.00	0.00	0.56
2.00	0.00	0.60
2.00	0.00	0.67
2.00	0.00	0.71
2.00	0.00	0.78
2.00	0.00	0.85
2.00	0.00	0.89
2.00	0.00	0.96
2.00	0.00	1.00
2.00	0.00	1.07
2.00	0.00	1.11
2.00	0.00	1.15
2.00	0.00	1.22
2.00	0.00	1.26
2.00	0.00	1.33
2.00	0.00	1.40
2.00	0.00	1.48
2.00	0.00	1.51
2.00	0.00	1.59
2.00	0.00	1.62
2.00	0.00	1.66
2.00	0.00	1.73
2.00	0.00	1.81
2.00	0.00	1.88
2.00	0.00	1.95
2.00	0.00	2.03
2.00	0.00	2.10
2.00	0.00	2.17
2.00	0.00	2.21
2.00	0.00	2.28
2.00	0.00	2.36
2.00	0.00	2.47
2.00	0.00	2.54
2.00	0.00	2.61
2.00	0.00	2.65
2.00	0.00	2.72
2.00	0.00	2.76
2.00	0.00	2.83
2.00	0.00	2.91
2.00	0.00	3.02
2.00	0.00	3.05
2.00	0.00	3.13
2.00	0.00	3.20
2.00	0.00	3.24
2.00	0.00	3.31
2.00	0.00	3.38
2.00	0.00	3.46
2.00	0.00	3.53
2.00	0.00	3.57
2.00	0.00	3.64
2.00	0.00	3.68
2.00	0.00	3.71
2.00	0.00	3.79
2.00	0.00	3.82
2.00	0.00	3.90
2.00	0.00	3.93
2.00	0.00	4.01
2.00	0.00	4.08
2.00	0.00	4.15
2.00	0.00	4.19
2.00	0.00	4.23
2.00	0.00	4.26
2.00	0.00	4.34
2.00	0.00	4.37
2.00	0.00	4.45
2.00	0.00	4.52
2.00	0.00	4.59
2.00	0.00	4.63
2.00	0.00	4.70
2.00	0.00	4.74
2.00	0.00	4.81
2.00	0.00	4.85
2.00	0.00	4.92
2.00	0.00	5.00
2.00	0.00	5.07
2.00	0.00	5.14
2.00	0.00	5.22
2.00	0.00	5.25
2.00	0.00	5.32
2.00	0.00	5.40
2.00	0.00	5.43
2.00	0.00	5.54
2.00	0.00	5.62
2.00	0.00	5.69
2.00	0.00	5.76
2.00	0.00	5.84
2.00	0.00	5.87
2.00	0.00	5.95
2.00	0.00	6.02
2.00	0.00	6.13
2.00	0.00	6.20
2.00	0.00	6.24
